,date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
965,2022-10-01,Chandigarh,4-Wheelers,16,2422
966,2022-10-01,Chhattisgarh,4-Wheelers,51,7365
967,2022-10-01,DNH and DD,4-Wheelers,2,432
968,2022-10-01,Delhi,4-Wheelers,633,18613
969,2022-10-01,Goa,4-Wheelers,40,2230
970,2022-10-01,Gujarat,4-Wheelers,189,31456
971,2022-10-01,Haryana,4-Wheelers,39,21475
972,2022-10-01,Himachal Pradesh,4-Wheelers,2,3447
973,2022-10-01,Jammu and Kashmir,4-Wheelers,8,4556
974,2022-10-01,Jharkhand,4-Wheelers,22,6208
975,2022-10-01,Karnataka,4-Wheelers,563,26091
976,2022-10-01,Kerala,4-Wheelers,419,16857
977,2022-10-01,Madhya Pradesh,4-Wheelers,63,22052
978,2022-10-01,Maharashtra,4-Wheelers,1174,51561
979,2022-10-01,Odisha,4-Wheelers,43,6848
980,2022-10-01,Puducherry,4-Wheelers,4,754
981,2022-10-01,Punjab,4-Wheelers,3,10552
982,2022-10-01,Rajasthan,4-Wheelers,204,22678
983,2022-10-01,Tamil Nadu,4-Wheelers,184,18425
984,2022-10-01,Uttar Pradesh,4-Wheelers,21,42577
985,2022-10-01,Uttarakhand,4-Wheelers,50,5163
986,2022-10-01,West Bengal,4-Wheelers,94,6483
987,2022-11-01,Andhra Pradesh,4-Wheelers,95,6272
988,2022-11-01,Assam,4-Wheelers,10,7676
989,2022-11-01,Bihar,4-Wheelers,6,6295
990,2022-11-01,Chandigarh,4-Wheelers,61,2279
991,2022-11-01,Chhattisgarh,4-Wheelers,33,3846
992,2022-11-01,DNH and DD,4-Wheelers,2,455
993,2022-11-01,Delhi,4-Wheelers,483,15949
994,2022-11-01,Goa,4-Wheelers,26,1797
995,2022-11-01,Gujarat,4-Wheelers,374,36212
996,2022-11-01,Haryana,4-Wheelers,133,21202
997,2022-11-01,Himachal Pradesh,4-Wheelers,2,5135
998,2022-11-01,Jharkhand,4-Wheelers,15,4657
999,2022-11-01,Karnataka,4-Wheelers,564,23618
1000,2022-11-01,Kerala,4-Wheelers,325,15267
1001,2022-11-01,Madhya Pradesh,4-Wheelers,54,10575
1002,2022-11-01,Maharashtra,4-Wheelers,1144,35215
1003,2022-11-01,Odisha,4-Wheelers,53,5833
1004,2022-11-01,Puducherry,4-Wheelers,9,782
1005,2022-11-01,Rajasthan,4-Wheelers,113,15252
1006,2022-11-01,Tamil Nadu,4-Wheelers,311,20180
1007,2022-11-01,Uttar Pradesh,4-Wheelers,11,31886
1008,2022-11-01,Uttarakhand,4-Wheelers,31,5199
1009,2022-11-01,West Bengal,4-Wheelers,121,10465
1010,2022-12-01,Andaman & Nicobar Island,4-Wheelers,3,229
1011,2022-12-01,Andhra Pradesh,4-Wheelers,120,6769
1012,2022-12-01,Assam,4-Wheelers,4,8441
1013,2022-12-01,Bihar,4-Wheelers,5,4752
1014,2022-12-01,Chandigarh,4-Wheelers,46,2261
1015,2022-12-01,Chhattisgarh,4-Wheelers,40,3887
1016,2022-12-01,DNH and DD,4-Wheelers,2,365
1017,2022-12-01,Delhi,4-Wheelers,791,15492
1018,2022-12-01,Goa,4-Wheelers,30,1744
1019,2022-12-01,Gujarat,4-Wheelers,260,27614
1020,2022-12-01,Haryana,4-Wheelers,177,18223
1021,2022-12-01,Himachal Pradesh,4-Wheelers,7,4026
1022,2022-12-01,Jammu and Kashmir,4-Wheelers,4,5304
1023,2022-12-01,Jharkhand,4-Wheelers,22,3979
1024,2022-12-01,Karnataka,4-Wheelers,438,22142
1025,2022-12-01,Kerala,4-Wheelers,298,16601
1026,2022-12-01,Madhya Pradesh,4-Wheelers,35,11124
1027,2022-12-01,Maharashtra,4-Wheelers,887,32422
1028,2022-12-01,Odisha,4-Wheelers,42,6616
1029,2022-12-01,Puducherry,4-Wheelers,4,690
1030,2022-12-01,Rajasthan,4-Wheelers,110,12634
1031,2022-12-01,Tamil Nadu,4-Wheelers,406,20201
1032,2022-12-01,Uttar Pradesh,4-Wheelers,13,27230
1033,2022-12-01,Uttarakhand,4-Wheelers,24,3881
1034,2022-12-01,West Bengal,4-Wheelers,65,8047
1035,2023-01-01,Andhra Pradesh,4-Wheelers,121,10775
1036,2023-01-01,Assam,4-Wheelers,5,7240
1037,2023-01-01,Bihar,4-Wheelers,19,6600
1038,2023-01-01,Chandigarh,4-Wheelers,50,2500
1039,2023-01-01,Chhattisgarh,4-Wheelers,56,4880
1040,2023-01-01,Delhi,4-Wheelers,331,17993
1041,2023-01-01,Goa,4-Wheelers,44,1888
1042,2023-01-01,Gujarat,4-Wheelers,212,25859
1043,2023-01-01,Haryana,4-Wheelers,141,25164
1044,2023-01-01,Himachal Pradesh,4-Wheelers,5,4192
1045,2023-01-01,Jammu and Kashmir,4-Wheelers,4,4245
1046,2023-01-01,Jharkhand,4-Wheelers,41,5016
1047,2023-01-01,Karnataka,4-Wheelers,587,26011
1048,2023-01-01,Kerala,4-Wheelers,344,17267
1049,2023-01-01,Madhya Pradesh,4-Wheelers,69,17945
1050,2023-01-01,Maharashtra,4-Wheelers,827,44349
1051,2023-01-01,Manipur,4-Wheelers,3,892
1052,2023-01-01,Odisha,4-Wheelers,51,6278
1053,2023-01-01,Puducherry,4-Wheelers,3,1004
1054,2023-01-01,Rajasthan,4-Wheelers,155,18017
1055,2023-01-01,Tamil Nadu,4-Wheelers,202,24430
1056,2023-01-01,Uttar Pradesh,4-Wheelers,26,41439
1057,2023-01-01,Uttarakhand,4-Wheelers,16,5040
1058,2023-01-01,West Bengal,4-Wheelers,124,9141
1059,2023-02-01,Andhra Pradesh,4-Wheelers,116,6628
1060,2023-02-01,Assam,4-Wheelers,13,7029
1061,2023-02-01,Bihar,4-Wheelers,46,6117
1062,2023-02-01,Chandigarh,4-Wheelers,59,2061
1063,2023-02-01,Chhattisgarh,4-Wheelers,73,4196
1064,2023-02-01,DNH and DD,4-Wheelers,3,411
1065,2023-02-01,Delhi,4-Wheelers,510,14823
1066,2023-02-01,Goa,4-Wheelers,83,1760
1067,2023-02-01,Gujarat,4-Wheelers,271,28856
1068,2023-02-01,Haryana,4-Wheelers,175,19656
1069,2023-02-01,Himachal Pradesh,4-Wheelers,21,3952
1070,2023-02-01,Jammu and Kashmir,4-Wheelers,8,4449
1071,2023-02-01,Jharkhand,4-Wheelers,33,4234
1072,2023-02-01,Karnataka,4-Wheelers,616,21837
1073,2023-02-01,Kerala,4-Wheelers,662,14603
1074,2023-02-01,Madhya Pradesh,4-Wheelers,144,17295
1075,2023-02-01,Maharashtra,4-Wheelers,1012,30727
1076,2023-02-01,Manipur,4-Wheelers,5,756
1077,2023-02-01,Odisha,4-Wheelers,60,5397
1078,2023-02-01,Puducherry,4-Wheelers,3,703
1079,2023-02-01,Punjab,4-Wheelers,18,11765
1080,2023-02-01,Rajasthan,4-Wheelers,293,15819
1081,2023-02-01,Tamil Nadu,4-Wheelers,307,18758
1082,2023-02-01,Uttar Pradesh,4-Wheelers,60,32464
1083,2023-02-01,Uttarakhand,4-Wheelers,23,3985
1084,2023-02-01,West Bengal,4-Wheelers,142,8054
1085,2023-03-01,Andhra Pradesh,4-Wheelers,173,7764
1086,2023-03-01,Assam,4-Wheelers,20,8324
1087,2023-03-01,Bihar,4-Wheelers,47,6322
1088,2023-03-01,Chandigarh,4-Wheelers,131,2589
1089,2023-03-01,Chhattisgarh,4-Wheelers,95,5119
1090,2023-03-01,DNH and DD,4-Wheelers,2,485
1091,2023-03-01,Delhi,4-Wheelers,1544,18638
1092,2023-03-01,Goa,4-Wheelers,112,2439
1093,2023-03-01,Gujarat,4-Wheelers,498,26082
1094,2023-03-01,Haryana,4-Wheelers,477,21547
1095,2023-03-01,Himachal Pradesh,4-Wheelers,7,3574
1096,2023-03-01,Jammu and Kashmir,4-Wheelers,17,5388
1097,2023-03-01,Jharkhand,4-Wheelers,52,4670
1098,2023-03-01,Karnataka,4-Wheelers,1062,28169
1099,2023-03-01,Kerala,4-Wheelers,1107,24727
1100,2023-03-01,Madhya Pradesh,4-Wheelers,159,14745
1101,2023-03-01,Maharashtra,4-Wheelers,1389,42854
1102,2023-03-01,Odisha,4-Wheelers,74,6358
1103,2023-03-01,Puducherry,4-Wheelers,4,999
1104,2023-03-01,Punjab,4-Wheelers,13,12430
1105,2023-03-01,Rajasthan,4-Wheelers,425,18370
1106,2023-03-01,Tamil Nadu,4-Wheelers,571,22131
1107,2023-03-01,Tripura,4-Wheelers,9,329
1108,2023-03-01,Uttar Pradesh,4-Wheelers,431,34186
1109,2023-03-01,Uttarakhand,4-Wheelers,48,4596
1110,2023-03-01,West Bengal,4-Wheelers,352,8955
1111,2023-04-01,Andhra Pradesh,4-Wheelers,225,7229
1112,2023-04-01,Assam,4-Wheelers,20,7022
1113,2023-04-01,Bihar,4-Wheelers,40,5840
1114,2023-04-01,Chandigarh,4-Wheelers,62,2482
1115,2023-04-01,Chhattisgarh,4-Wheelers,93,5558
1116,2023-04-01,Delhi,4-Wheelers,551,14861
1117,2023-04-01,Goa,4-Wheelers,57,1633
1118,2023-04-01,Gujarat,4-Wheelers,537,28451
1119,2023-04-01,Haryana,4-Wheelers,363,21914
1120,2023-04-01,Himachal Pradesh,4-Wheelers,9,3880
1121,2023-04-01,Jammu and Kashmir,4-Wheelers,4,3728
1122,2023-04-01,Jharkhand,4-Wheelers,39,4281
1123,2023-04-01,Karnataka,4-Wheelers,762,22368
1124,2023-04-01,Kerala,4-Wheelers,637,9171
1125,2023-04-01,Madhya Pradesh,4-Wheelers,95,10894
1126,2023-04-01,Maharashtra,4-Wheelers,1139,35336
1127,2023-04-01,Meghalaya,4-Wheelers,2,1094
1128,2023-04-01,Odisha,4-Wheelers,84,5315
1129,2023-04-01,Puducherry,4-Wheelers,5,735
1130,2023-04-01,Punjab,4-Wheelers,22,9734
1131,2023-04-01,Rajasthan,4-Wheelers,291,14377
1132,2023-04-01,Tamil Nadu,4-Wheelers,399,18659
1133,2023-04-01,Uttar Pradesh,4-Wheelers,364,32143
1134,2023-04-01,Uttarakhand,4-Wheelers,47,4887
1135,2023-04-01,West Bengal,4-Wheelers,152,7999
1136,2023-05-01,Andhra Pradesh,4-Wheelers,216,8095
1137,2023-05-01,Assam,4-Wheelers,30,6994
1138,2023-05-01,Bihar,4-Wheelers,46,6865
1139,2023-05-01,Chandigarh,4-Wheelers,83,2556
1140,2023-05-01,Chhattisgarh,4-Wheelers,185,3785
1141,2023-05-01,DNH and DD,4-Wheelers,4,416
1142,2023-05-01,Delhi,4-Wheelers,787,16609
1143,2023-05-01,Goa,4-Wheelers,85,1878
1144,2023-05-01,Gujarat,4-Wheelers,710,25770
1145,2023-05-01,Haryana,4-Wheelers,211,21218
1146,2023-05-01,Himachal Pradesh,4-Wheelers,21,3565
1147,2023-05-01,Jammu and Kashmir,4-Wheelers,14,5095
1148,2023-05-01,Jharkhand,4-Wheelers,37,4755
1149,2023-05-01,Karnataka,4-Wheelers,999,22601
1150,2023-05-01,Kerala,4-Wheelers,954,14819
1151,2023-05-01,Madhya Pradesh,4-Wheelers,136,12488
1152,2023-05-01,Maharashtra,4-Wheelers,1137,35179
1153,2023-05-01,Manipur,4-Wheelers,4,119
1154,2023-05-01,Meghalaya,4-Wheelers,2,1027
1155,2023-05-01,Odisha,4-Wheelers,105,5951
1156,2023-05-01,Puducherry,4-Wheelers,6,943
1157,2023-05-01,Punjab,4-Wheelers,63,11047
1158,2023-05-01,Rajasthan,4-Wheelers,419,16157
1159,2023-05-01,Tamil Nadu,4-Wheelers,529,20789
1160,2023-05-01,Tripura,4-Wheelers,2,436
1161,2023-05-01,Uttar Pradesh,4-Wheelers,472,34515
1162,2023-05-01,Uttarakhand,4-Wheelers,61,4675
1163,2023-05-01,West Bengal,4-Wheelers,322,8672
1164,2023-06-01,Andhra Pradesh,4-Wheelers,156,6611
1165,2023-06-01,Assam,4-Wheelers,28,6751
1166,2023-06-01,Bihar,4-Wheelers,52,6134
1167,2023-06-01,Chandigarh,4-Wheelers,77,2597
1168,2023-06-01,Chhattisgarh,4-Wheelers,114,3650
1169,2023-06-01,Delhi,4-Wheelers,935,15723
1170,2023-06-01,Goa,4-Wheelers,75,1699
1171,2023-06-01,Gujarat,4-Wheelers,698,24829
1172,2023-06-01,Haryana,4-Wheelers,263,21135
1173,2023-06-01,Himachal Pradesh,4-Wheelers,19,3448
1174,2023-06-01,Jammu and Kashmir,4-Wheelers,18,4437
1175,2023-06-01,Jharkhand,4-Wheelers,48,4320
1176,2023-06-01,Karnataka,4-Wheelers,1142,24603
1177,2023-06-01,Kerala,4-Wheelers,885,14389
1178,2023-06-01,Madhya Pradesh,4-Wheelers,107,10927
1179,2023-06-01,Maharashtra,4-Wheelers,1360,36069
1180,2023-06-01,Meghalaya,4-Wheelers,2,950
1181,2023-06-01,Odisha,4-Wheelers,89,5873
1182,2023-06-01,Puducherry,4-Wheelers,8,910
1183,2023-06-01,Punjab,4-Wheelers,76,10547
1184,2023-06-01,Rajasthan,4-Wheelers,380,15534
1185,2023-06-01,Tamil Nadu,4-Wheelers,572,22976
1186,2023-06-01,Tripura,4-Wheelers,2,375
1187,2023-06-01,Uttar Pradesh,4-Wheelers,393,30578
1188,2023-06-01,Uttarakhand,4-Wheelers,42,4393
1189,2023-06-01,West Bengal,4-Wheelers,247,8471
1190,2023-07-01,Andaman & Nicobar Island,4-Wheelers,3,163
1191,2023-07-01,Andhra Pradesh,4-Wheelers,157,6820
1192,2023-07-01,Arunachal Pradesh,4-Wheelers,2,1069
1193,2023-07-01,Assam,4-Wheelers,23,7381
1194,2023-07-01,Bihar,4-Wheelers,58,5189
1195,2023-07-01,Chandigarh,4-Wheelers,71,2326
1196,2023-07-01,Chhattisgarh,4-Wheelers,94,3346
1197,2023-07-01,DNH and DD,4-Wheelers,4,391
1198,2023-07-01,Delhi,4-Wheelers,831,15285
1199,2023-07-01,Goa,4-Wheelers,84,1739
1200,2023-07-01,Gujarat,4-Wheelers,692,27755
1201,2023-07-01,Haryana,4-Wheelers,92,11915
1202,2023-07-01,Himachal Pradesh,4-Wheelers,12,3956
1203,2023-07-01,Jammu and Kashmir,4-Wheelers,11,4435
1204,2023-07-01,Jharkhand,4-Wheelers,31,4010
1205,2023-07-01,Karnataka,4-Wheelers,1221,23154
1206,2023-07-01,Kerala,4-Wheelers,871,14002
1207,2023-07-01,Madhya Pradesh,4-Wheelers,138,10811
1208,2023-07-01,Maharashtra,4-Wheelers,1103,36082
1209,2023-07-01,Manipur,4-Wheelers,6,427
1210,2023-07-01,Meghalaya,4-Wheelers,3,1030
1211,2023-07-01,Odisha,4-Wheelers,134,5745
1212,2023-07-01,Puducherry,4-Wheelers,7,809
1213,2023-07-01,Punjab,4-Wheelers,92,10766
1214,2023-07-01,Rajasthan,4-Wheelers,405,14064
1215,2023-07-01,Tamil Nadu,4-Wheelers,630,20553
1216,2023-07-01,Tripura,4-Wheelers,2,578
1217,2023-07-01,Uttar Pradesh,4-Wheelers,420,29214
1218,2023-07-01,Uttarakhand,4-Wheelers,53,4216
1219,2023-07-01,West Bengal,4-Wheelers,179,8111
1220,2023-08-01,Andaman & Nicobar Island,4-Wheelers,3,183
1221,2023-08-01,Andhra Pradesh,4-Wheelers,104,7397
1222,2023-08-01,Arunachal Pradesh,4-Wheelers,4,1121
1223,2023-08-01,Assam,4-Wheelers,27,7557
1224,2023-08-01,Bihar,4-Wheelers,53,5334
1225,2023-08-01,Chandigarh,4-Wheelers,80,1937
1226,2023-08-01,Chhattisgarh,4-Wheelers,107,3859
1227,2023-08-01,Delhi,4-Wheelers,440,15852
1228,2023-08-01,Goa,4-Wheelers,98,2177
1229,2023-08-01,Gujarat,4-Wheelers,512,25572
1230,2023-08-01,Haryana,4-Wheelers,189,24414
1231,2023-08-01,Himachal Pradesh,4-Wheelers,11,3975
1232,2023-08-01,Jammu and Kashmir,4-Wheelers,15,4843
1233,2023-08-01,Jharkhand,4-Wheelers,52,4040
1234,2023-08-01,Karnataka,4-Wheelers,1196,28235
1235,2023-08-01,Kerala,4-Wheelers,736,18189
1236,2023-08-01,Madhya Pradesh,4-Wheelers,112,11479
1237,2023-08-01,Maharashtra,4-Wheelers,1070,40169
1238,2023-08-01,Manipur,4-Wheelers,6,458
1239,2023-08-01,Meghalaya,4-Wheelers,3,1215
1240,2023-08-01,Odisha,4-Wheelers,146,6282
1241,2023-08-01,Puducherry,4-Wheelers,14,955
1242,2023-08-01,Punjab,4-Wheelers,75,11493
1243,2023-08-01,Rajasthan,4-Wheelers,396,14786
1244,2023-08-01,Tamil Nadu,4-Wheelers,591,23537
1245,2023-08-01,Tripura,4-Wheelers,2,466
1246,2023-08-01,Uttar Pradesh,4-Wheelers,482,29829
1247,2023-08-01,Uttarakhand,4-Wheelers,50,4283
1248,2023-08-01,West Bengal,4-Wheelers,178,9101
1249,2023-09-01,Andhra Pradesh,4-Wheelers,59,7044
1250,2023-09-01,Arunachal Pradesh,4-Wheelers,4,1003
1251,2023-09-01,Assam,4-Wheelers,23,8078
1252,2023-09-01,Bihar,4-Wheelers,60,5210
1253,2023-09-01,Chandigarh,4-Wheelers,54,1491
1254,2023-09-01,Chhattisgarh,4-Wheelers,83,3993
1255,2023-09-01,DNH and DD,4-Wheelers,6,468
1256,2023-09-01,Delhi,4-Wheelers,380,15776
1257,2023-09-01,Goa,4-Wheelers,69,2801
1258,2023-09-01,Gujarat,4-Wheelers,633,36818
1259,2023-09-01,Haryana,4-Wheelers,92,24045
1260,2023-09-01,Himachal Pradesh,4-Wheelers,9,3683
1261,2023-09-01,Jammu and Kashmir,4-Wheelers,9,4430
1262,2023-09-01,Jharkhand,4-Wheelers,22,4600
1263,2023-09-01,Karnataka,4-Wheelers,942,24184
1264,2023-09-01,Kerala,4-Wheelers,773,21467
1265,2023-09-01,Madhya Pradesh,4-Wheelers,117,11748
1266,2023-09-01,Maharashtra,4-Wheelers,869,43063
1267,2023-09-01,Meghalaya,4-Wheelers,3,1139
1268,2023-09-01,Odisha,4-Wheelers,101,6354
1269,2023-09-01,Puducherry,4-Wheelers,10,912
1270,2023-09-01,Punjab,4-Wheelers,83,12368
1271,2023-09-01,Rajasthan,4-Wheelers,375,16356
1272,2023-09-01,Tamil Nadu,4-Wheelers,543,22461
1273,2023-09-01,Tripura,4-Wheelers,3,470
1274,2023-09-01,Uttar Pradesh,4-Wheelers,476,29087
1275,2023-09-01,Uttarakhand,4-Wheelers,30,4234
1276,2023-09-01,West Bengal,4-Wheelers,218,9011
1277,2023-10-01,Andhra Pradesh,4-Wheelers,68,7743
1278,2023-10-01,Arunachal Pradesh,4-Wheelers,2,1111
1279,2023-10-01,Assam,4-Wheelers,24,9481
1280,2023-10-01,Bihar,4-Wheelers,57,6068
1281,2023-10-01,Chandigarh,4-Wheelers,71,1722
1282,2023-10-01,Chhattisgarh,4-Wheelers,79,4920
1283,2023-10-01,DNH and DD,4-Wheelers,12,620
1284,2023-10-01,Delhi,4-Wheelers,519,16459
1285,2023-10-01,Goa,4-Wheelers,87,2094
1286,2023-10-01,Gujarat,4-Wheelers,670,42365
1287,2023-10-01,Haryana,4-Wheelers,220,20543
1288,2023-10-01,Himachal Pradesh,4-Wheelers,7,3066
1289,2023-10-01,Jammu and Kashmir,4-Wheelers,10,4603
1290,2023-10-01,Jharkhand,4-Wheelers,30,4837
1291,2023-10-01,Karnataka,4-Wheelers,1154,25652
1292,2023-10-01,Kerala,4-Wheelers,642,14522
1293,2023-10-01,Madhya Pradesh,4-Wheelers,112,13646
1294,2023-10-01,Maharashtra,4-Wheelers,1404,47126
1295,2023-10-01,Manipur,4-Wheelers,2,272
1296,2023-10-01,Odisha,4-Wheelers,130,8500
1297,2023-10-01,Puducherry,4-Wheelers,7,990
1298,2023-10-01,Punjab,4-Wheelers,94,11396
1299,2023-10-01,Rajasthan,4-Wheelers,464,18951
1300,2023-10-01,Tamil Nadu,4-Wheelers,556,28342
1301,2023-10-01,Tripura,4-Wheelers,3,497
1302,2023-10-01,Uttar Pradesh,4-Wheelers,512,33774
1303,2023-10-01,Uttarakhand,4-Wheelers,34,4562
1304,2023-10-01,West Bengal,4-Wheelers,238,9972
1305,2023-11-01,Andhra Pradesh,4-Wheelers,98,8220
1306,2023-11-01,Arunachal Pradesh,4-Wheelers,3,1226
1307,2023-11-01,Assam,4-Wheelers,26,7960
1308,2023-11-01,Bihar,4-Wheelers,50,9075
1309,2023-11-01,Chandigarh,4-Wheelers,88,1805
1310,2023-11-01,Chhattisgarh,4-Wheelers,99,5877
1311,2023-11-01,DNH and DD,4-Wheelers,3,590
1312,2023-11-01,Delhi,4-Wheelers,538,18675
1313,2023-11-01,Goa,4-Wheelers,97,2521
1314,2023-11-01,Gujarat,4-Wheelers,592,32601
1315,2023-11-01,Haryana,4-Wheelers,215,22002
1316,2023-11-01,Himachal Pradesh,4-Wheelers,15,4242
1317,2023-11-01,Jammu and Kashmir,4-Wheelers,18,4981
1318,2023-11-01,Jharkhand,4-Wheelers,40,6684
1319,2023-11-01,Karnataka,4-Wheelers,822,26232
1320,2023-11-01,Kerala,4-Wheelers,641,12551
1321,2023-11-01,Madhya Pradesh,4-Wheelers,137,17166
1322,2023-11-01,Maharashtra,4-Wheelers,1315,48131
1323,2023-11-01,Manipur,4-Wheelers,2,246
1324,2023-11-01,Meghalaya,4-Wheelers,2,1387
1325,2023-11-01,Odisha,4-Wheelers,177,7105
1326,2023-11-01,Puducherry,4-Wheelers,11,990
1327,2023-11-01,Punjab,4-Wheelers,128,12992
1328,2023-11-01,Rajasthan,4-Wheelers,539,24386
1329,2023-11-01,Tamil Nadu,4-Wheelers,599,19015
1330,2023-11-01,Tripura,4-Wheelers,2,657
1331,2023-11-01,Uttar Pradesh,4-Wheelers,446,42692
1332,2023-11-01,Uttarakhand,4-Wheelers,47,5398
1333,2023-11-01,West Bengal,4-Wheelers,290,9743
1334,2023-12-01,Andaman & Nicobar Island,4-Wheelers,2,175
1335,2023-12-01,Andhra Pradesh,4-Wheelers,130,7155
1336,2023-12-01,Arunachal Pradesh,4-Wheelers,2,1137
1337,2023-12-01,Assam,4-Wheelers,30,8111
1338,2023-12-01,Bihar,4-Wheelers,59,4788
1339,2023-12-01,Chandigarh,4-Wheelers,130,1496
1340,2023-12-01,Chhattisgarh,4-Wheelers,93,3575
1341,2023-12-01,DNH and DD,4-Wheelers,5,488
1342,2023-12-01,Delhi,4-Wheelers,811,16567
1343,2023-12-01,Goa,4-Wheelers,71,1859
1344,2023-12-01,Gujarat,4-Wheelers,548,26023
1345,2023-12-01,Haryana,4-Wheelers,218,23698
1346,2023-12-01,Himachal Pradesh,4-Wheelers,16,5710
1347,2023-12-01,Jammu and Kashmir,4-Wheelers,15,4531
1348,2023-12-01,Jharkhand,4-Wheelers,27,4375
1349,2023-12-01,Karnataka,4-Wheelers,1155,22859
1350,2023-12-01,Kerala,4-Wheelers,736,13811
1351,2023-12-01,Madhya Pradesh,4-Wheelers,134,9736
1352,2023-12-01,Maharashtra,4-Wheelers,1125,32212
1353,2023-12-01,Manipur,4-Wheelers,2,206
1354,2023-12-01,Odisha,4-Wheelers,186,7280
1355,2023-12-01,Puducherry,4-Wheelers,12,860
1356,2023-12-01,Punjab,4-Wheelers,116,13632
1357,2023-12-01,Rajasthan,4-Wheelers,348,13082
1358,2023-12-01,Tamil Nadu,4-Wheelers,520,19246
1359,2023-12-01,Tripura,4-Wheelers,4,489
1360,2023-12-01,Uttar Pradesh,4-Wheelers,498,29434
1361,2023-12-01,Uttarakhand,4-Wheelers,37,5430
1362,2023-12-01,West Bengal,4-Wheelers,160,8435
1363,2024-01-01,Uttar Pradesh,4-Wheelers,399,44334
1364,2024-01-01,Maharashtra,4-Wheelers,1289,50156
1365,2024-01-01,Karnataka,4-Wheelers,1080,30770
1366,2024-01-01,Tamil Nadu,4-Wheelers,626,28455
1367,2024-01-01,Bihar,4-Wheelers,58,6824
1368,2024-01-01,Kerala,4-Wheelers,734,164
1369,2024-01-01,Rajasthan,4-Wheelers,498,21747
1370,2024-01-01,Delhi,4-Wheelers,1345,21520
1371,2024-01-01,Madhya Pradesh,4-Wheelers,172,19326
1372,2024-01-01,Gujarat,4-Wheelers,494,33379
1373,2024-01-01,Odisha,4-Wheelers,150,7500
1374,2024-01-01,Assam,4-Wheelers,21,7242
1375,2024-01-01,Haryana,4-Wheelers,282,28776
1376,2024-01-01,Chhattisgarh,4-Wheelers,91,4946
1377,2024-01-01,West Bengal,4-Wheelers,184,10223
1378,2024-01-01,Punjab,4-Wheelers,105,15000
1379,2024-01-01,Andhra Pradesh,4-Wheelers,123,8483
1380,2024-01-01,Jharkhand,4-Wheelers,29,4678
1381,2024-01-01,Uttarakhand,4-Wheelers,49,5385
1382,2024-01-01,Jammu and Kashmir,4-Wheelers,10,5264
1383,2024-01-01,Goa,4-Wheelers,86,2331
1384,2024-01-01,Chandigarh,4-Wheelers,101,1624
1385,2024-01-01,Tripura,4-Wheelers,2,466
1386,2024-01-01,Puducherry,4-Wheelers,10,1250
1387,2024-01-01,Himachal Pradesh,4-Wheelers,13,4815
1388,2024-01-01,DNH and DD,4-Wheelers,3,527
1389,2024-01-01,Manipur,4-Wheelers,7,433
1390,2024-01-01,Arunachal Pradesh,4-Wheelers,5,1174
1391,2024-02-01,Uttar Pradesh,4-Wheelers,394,37170
1392,2024-02-01,Maharashtra,4-Wheelers,1227,36302
1393,2024-02-01,Karnataka,4-Wheelers,923,24812
1394,2024-02-01,Tamil Nadu,4-Wheelers,595,23063
1395,2024-02-01,Rajasthan,4-Wheelers,517,19149
1396,2024-02-01,Bihar,4-Wheelers,71,6762
1397,2024-02-01,Madhya Pradesh,4-Wheelers,146,18025
1398,2024-02-01,Kerala,4-Wheelers,684,12281
1399,2024-02-01,Gujarat,4-Wheelers,510,25758
1400,2024-02-01,Delhi,4-Wheelers,596,17898
1401,2024-02-01,Assam,4-Wheelers,24,6858
1402,2024-02-01,Odisha,4-Wheelers,203,6305
1403,2024-02-01,Chhattisgarh,4-Wheelers,99,4125
1404,2024-02-01,Punjab,4-Wheelers,111,14051
1405,2024-02-01,Andhra Pradesh,4-Wheelers,128,6125
1406,2024-02-01,Haryana,4-Wheelers,312,26000
1407,2024-02-01,West Bengal,4-Wheelers,185,8487
1408,2024-02-01,Jharkhand,4-Wheelers,42,4667
1409,2024-02-01,Uttarakhand,4-Wheelers,60,5826
1410,2024-02-01,Jammu and Kashmir,4-Wheelers,24,4211
1411,2024-02-01,Goa,4-Wheelers,99,1772
1412,2024-02-01,Tripura,4-Wheelers,5,538
1413,2024-02-01,Chandigarh,4-Wheelers,84,1321
1414,2024-02-01,Puducherry,4-Wheelers,16,1177
1415,2024-02-01,Himachal Pradesh,4-Wheelers,11,4584
1416,2024-02-01,Manipur,4-Wheelers,7,310
1417,2024-02-01,DNH and DD,4-Wheelers,5,444
1418,2024-02-01,Meghalaya,4-Wheelers,4,1261
1419,2024-02-01,Arunachal Pradesh,4-Wheelers,4,1184
1420,2024-03-01,Maharashtra,4-Wheelers,1079,36826
1421,2024-03-01,Uttar Pradesh,4-Wheelers,389,34425
1422,2024-03-01,Karnataka,4-Wheelers,1482,26751
1423,2024-03-01,Tamil Nadu,4-Wheelers,749,22095
1424,2024-03-01,Rajasthan,4-Wheelers,493,16942
1425,2024-03-01,Delhi,4-Wheelers,897,15905
1426,2024-03-01,Kerala,4-Wheelers,876,13861
1427,2024-03-01,Gujarat,4-Wheelers,661,25424
1428,2024-03-01,Bihar,4-Wheelers,99,6972
1429,2024-03-01,Madhya Pradesh,4-Wheelers,143,14743
1430,2024-03-01,Andhra Pradesh,4-Wheelers,366,7838
1431,2024-03-01,Assam,4-Wheelers,53,7465
