,date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
484,2021-06-01,Himachal Pradesh,4-Wheelers,1,3193
485,2021-06-01,Jammu and Kashmir,4-Wheelers,1,4469
486,2021-06-01,Tripura,2-Wheelers,1,1523
487,2021-07-01,Jammu and Kashmir,4-Wheelers,1,5336
488,2021-07-01,Meghalaya,4-Wheelers,1,759
489,2021-08-01,Andaman & Nicobar Island,4-Wheelers,1,110
490,2021-08-01,Puducherry,4-Wheelers,1,837
491,2021-09-01,DNH and DD,2-Wheelers,1,666
492,2021-09-01,Himachal Pradesh,4-Wheelers,1,3379
493,2021-09-01,Jammu and Kashmir,4-Wheelers,1,3773
494,2021-09-01,Nagaland,2-Wheelers,1,578
495,2021-10-01,Andaman & Nicobar Island,4-Wheelers,1,70
496,2021-10-01,DNH and DD,2-Wheelers,1,628
497,2021-10-01,DNH and DD,4-Wheelers,1,333
498,2021-10-01,Himachal Pradesh,4-Wheelers,1,3201
499,2021-11-01,DNH and DD,2-Wheelers,1,938
500,2021-11-01,Puducherry,4-Wheelers,1,532
501,2021-12-01,Andaman & Nicobar Island,4-Wheelers,1,122
502,2021-12-01,DNH and DD,4-Wheelers,1,336
503,2021-12-01,Himachal Pradesh,4-Wheelers,1,4105
504,2021-12-01,Tripura,2-Wheelers,1,3579
505,2022-02-01,DNH and DD,4-Wheelers,1,354
506,2022-02-01,Meghalaya,4-Wheelers,1,917
507,2022-03-01,DNH and DD,4-Wheelers,1,355
508,2022-04-01,Andaman & Nicobar Island,4-Wheelers,1,147
509,2022-04-01,DNH and DD,4-Wheelers,1,431
510,2022-04-01,Manipur,2-Wheelers,1,1246
511,2022-04-01,Manipur,4-Wheelers,1,813
512,2022-04-01,Meghalaya,4-Wheelers,1,860
513,2022-05-01,DNH and DD,4-Wheelers,1,374
514,2022-05-01,Mizoram,2-Wheelers,1,1638
515,2022-05-01,Nagaland,2-Wheelers,1,514
516,2022-06-01,DNH and DD,2-Wheelers,1,767
517,2022-06-01,Meghalaya,4-Wheelers,1,1087
518,2022-07-01,Arunachal Pradesh,4-Wheelers,1,947
519,2022-07-01,Ladakh,4-Wheelers,1,285
520,2022-07-01,Mizoram,2-Wheelers,1,1427
521,2022-08-01,DNH and DD,4-Wheelers,1,303
522,2022-09-01,DNH and DD,4-Wheelers,1,390
523,2022-09-01,Manipur,2-Wheelers,1,2473
524,2022-09-01,Meghalaya,2-Wheelers,1,1719
525,2022-10-01,Meghalaya,4-Wheelers,1,1188
526,2022-11-01,Andaman & Nicobar Island,4-Wheelers,1,159
527,2022-12-01,Arunachal Pradesh,2-Wheelers,1,925
528,2022-12-01,Meghalaya,2-Wheelers,1,1180
529,2022-12-01,Punjab,4-Wheelers,1,13085
530,2023-01-01,DNH and DD,4-Wheelers,1,360
531,2023-01-01,Ladakh,2-Wheelers,1,20
532,2023-01-01,Meghalaya,4-Wheelers,1,1271
533,2023-03-01,Andaman & Nicobar Island,2-Wheelers,1,373
534,2023-03-01,Andaman & Nicobar Island,4-Wheelers,1,162
535,2023-03-01,Meghalaya,2-Wheelers,1,1907
536,2023-04-01,Andaman & Nicobar Island,4-Wheelers,1,122
537,2023-04-01,Arunachal Pradesh,4-Wheelers,1,892
538,2023-04-01,DNH and DD,4-Wheelers,1,407
539,2023-04-01,Nagaland,4-Wheelers,1,687
540,2023-04-01,Tripura,4-Wheelers,1,299
541,2023-05-01,Arunachal Pradesh,2-Wheelers,1,1193
542,2023-06-01,Andaman & Nicobar Island,4-Wheelers,1,136
543,2023-06-01,DNH and DD,4-Wheelers,1,370
544,2023-06-01,Meghalaya,2-Wheelers,1,1969
545,2023-07-01,Ladakh,2-Wheelers,1,117
546,2023-07-01,Nagaland,2-Wheelers,1,599
547,2023-07-01,Nagaland,4-Wheelers,1,739
548,2023-08-01,DNH and DD,4-Wheelers,1,357
549,2023-09-01,Andaman & Nicobar Island,4-Wheelers,1,148
550,2023-09-01,Nagaland,2-Wheelers,1,531
551,2023-10-01,Andaman & Nicobar Island,2-Wheelers,1,404
552,2023-10-01,Andaman & Nicobar Island,4-Wheelers,1,191
553,2023-10-01,Meghalaya,2-Wheelers,1,1776
554,2023-10-01,Meghalaya,4-Wheelers,1,1354
555,2023-11-01,Andaman & Nicobar Island,4-Wheelers,1,170
556,2023-11-01,Nagaland,2-Wheelers,1,634
557,2023-11-01,Nagaland,4-Wheelers,1,860
558,2023-12-01,Meghalaya,2-Wheelers,1,1518
559,2023-12-01,Meghalaya,4-Wheelers,1,1060
560,2024-01-01,Mizoram,4-Wheelers,1,513
561,2024-01-01,Meghalaya,4-Wheelers,1,1429
562,2024-02-01,Andaman & Nicobar Island,4-Wheelers,1,181
563,2024-02-01,Nagaland,4-Wheelers,1,822
564,2024-03-01,Andaman & Nicobar Island,4-Wheelers,1,158
565,2024-03-01,Arunachal Pradesh,4-Wheelers,1,1081
566,2021-04-01,Andaman & Nicobar Island,4-Wheelers,9,168
567,2021-04-01,Andhra Pradesh,4-Wheelers,26,7837
568,2021-04-01,Bihar,4-Wheelers,4,5731
569,2021-04-01,Chandigarh,4-Wheelers,2,1426
570,2021-04-01,Delhi,4-Wheelers,61,8076
571,2021-04-01,Goa,4-Wheelers,8,1442
572,2021-04-01,Gujarat,4-Wheelers,44,17386
573,2021-04-01,Haryana,4-Wheelers,3,15476
574,2021-04-01,Jharkhand,4-Wheelers,3,3425
575,2021-04-01,Karnataka,4-Wheelers,90,16864
576,2021-04-01,Kerala,4-Wheelers,132,23660
577,2021-04-01,Madhya Pradesh,4-Wheelers,2,5356
578,2021-04-01,Maharashtra,4-Wheelers,96,16829
579,2021-04-01,Odisha,4-Wheelers,5,5101
580,2021-04-01,Punjab,4-Wheelers,4,8955
581,2021-04-01,Rajasthan,4-Wheelers,22,10647
582,2021-04-01,Tamil Nadu,4-Wheelers,75,18826
583,2021-04-01,Uttar Pradesh,4-Wheelers,4,23056
584,2021-04-01,Uttarakhand,4-Wheelers,10,2728
585,2021-04-01,West Bengal,4-Wheelers,24,7640
586,2021-05-01,Andhra Pradesh,4-Wheelers,16,5831
587,2021-05-01,Goa,4-Wheelers,4,393
588,2021-05-01,Gujarat,4-Wheelers,29,15959
589,2021-05-01,Karnataka,4-Wheelers,2,646
590,2021-05-01,Kerala,4-Wheelers,48,5164
591,2021-05-01,Maharashtra,4-Wheelers,121,13528
592,2021-05-01,Puducherry,4-Wheelers,2,119
593,2021-05-01,Rajasthan,4-Wheelers,7,2756
594,2021-05-01,Tamil Nadu,4-Wheelers,14,3413
595,2021-05-01,Uttar Pradesh,4-Wheelers,3,14016
596,2021-05-01,West Bengal,4-Wheelers,6,3962
597,2021-06-01,Andhra Pradesh,4-Wheelers,39,6098
598,2021-06-01,Bihar,4-Wheelers,4,5692
599,2021-06-01,Chandigarh,4-Wheelers,12,2050
600,2021-06-01,Chhattisgarh,4-Wheelers,5,4526
601,2021-06-01,Delhi,4-Wheelers,148,12914
602,2021-06-01,Goa,4-Wheelers,14,749
603,2021-06-01,Gujarat,4-Wheelers,61,19359
604,2021-06-01,Haryana,4-Wheelers,4,13420
605,2021-06-01,Jharkhand,4-Wheelers,4,4405
606,2021-06-01,Karnataka,4-Wheelers,71,8030
607,2021-06-01,Kerala,4-Wheelers,140,10018
608,2021-06-01,Madhya Pradesh,4-Wheelers,13,12092
609,2021-06-01,Maharashtra,4-Wheelers,190,24817
610,2021-06-01,Odisha,4-Wheelers,2,3041
611,2021-06-01,Punjab,4-Wheelers,3,7126
612,2021-06-01,Rajasthan,4-Wheelers,34,12070
613,2021-06-01,Tamil Nadu,4-Wheelers,42,7793
614,2021-06-01,Uttar Pradesh,4-Wheelers,3,25704
615,2021-06-01,Uttarakhand,4-Wheelers,7,2972
616,2021-06-01,West Bengal,4-Wheelers,18,6316
617,2021-07-01,Andaman & Nicobar Island,4-Wheelers,8,176
618,2021-07-01,Andhra Pradesh,4-Wheelers,36,7877
619,2021-07-01,Bihar,4-Wheelers,5,5438
620,2021-07-01,Chandigarh,4-Wheelers,9,1916
621,2021-07-01,Chhattisgarh,4-Wheelers,12,4916
622,2021-07-01,Delhi,4-Wheelers,131,15033
623,2021-07-01,Goa,4-Wheelers,10,982
624,2021-07-01,Gujarat,4-Wheelers,53,23792
625,2021-07-01,Haryana,4-Wheelers,6,14524
626,2021-07-01,Himachal Pradesh,4-Wheelers,2,3811
627,2021-07-01,Jharkhand,4-Wheelers,4,5020
628,2021-07-01,Karnataka,4-Wheelers,196,21640
629,2021-07-01,Kerala,4-Wheelers,139,18406
630,2021-07-01,Madhya Pradesh,4-Wheelers,17,14581
631,2021-07-01,Maharashtra,4-Wheelers,286,38063
632,2021-07-01,Odisha,4-Wheelers,3,5552
633,2021-07-01,Punjab,4-Wheelers,3,9328
634,2021-07-01,Rajasthan,4-Wheelers,52,14374
635,2021-07-01,Tamil Nadu,4-Wheelers,88,20857
636,2021-07-01,Uttar Pradesh,4-Wheelers,8,27999
637,2021-07-01,Uttarakhand,4-Wheelers,11,4182
638,2021-07-01,West Bengal,4-Wheelers,37,8919
639,2021-08-01,Andhra Pradesh,4-Wheelers,78,8245
640,2021-08-01,Assam,4-Wheelers,2,6447
641,2021-08-01,Bihar,4-Wheelers,7,5724
642,2021-08-01,Chandigarh,4-Wheelers,9,1845
643,2021-08-01,Chhattisgarh,4-Wheelers,11,4350
644,2021-08-01,Delhi,4-Wheelers,157,13177
645,2021-08-01,Goa,4-Wheelers,19,1439
646,2021-08-01,Gujarat,4-Wheelers,83,20394
647,2021-08-01,Haryana,4-Wheelers,3,16027
648,2021-08-01,Jharkhand,4-Wheelers,3,5113
649,2021-08-01,Karnataka,4-Wheelers,137,21975
650,2021-08-01,Kerala,4-Wheelers,183,22813
651,2021-08-01,Madhya Pradesh,4-Wheelers,26,12758
652,2021-08-01,Maharashtra,4-Wheelers,197,35127
653,2021-08-01,Odisha,4-Wheelers,4,5453
654,2021-08-01,Punjab,4-Wheelers,4,9209
655,2021-08-01,Rajasthan,4-Wheelers,53,11454
656,2021-08-01,Tamil Nadu,4-Wheelers,88,20865
657,2021-08-01,Uttar Pradesh,4-Wheelers,3,24012
658,2021-08-01,Uttarakhand,4-Wheelers,6,3760
659,2021-08-01,West Bengal,4-Wheelers,28,9198
660,2021-09-01,Andhra Pradesh,4-Wheelers,39,7952
661,2021-09-01,Bihar,4-Wheelers,4,4339
662,2021-09-01,Chandigarh,4-Wheelers,20,1607
663,2021-09-01,Chhattisgarh,4-Wheelers,12,3650
664,2021-09-01,Delhi,4-Wheelers,265,9181
665,2021-09-01,Goa,4-Wheelers,34,1277
666,2021-09-01,Gujarat,4-Wheelers,131,24797
667,2021-09-01,Haryana,4-Wheelers,7,14879
668,2021-09-01,Jharkhand,4-Wheelers,12,3892
669,2021-09-01,Karnataka,4-Wheelers,227,21407
670,2021-09-01,Kerala,4-Wheelers,164,22063
671,2021-09-01,Madhya Pradesh,4-Wheelers,23,11756
672,2021-09-01,Maharashtra,4-Wheelers,148,27900
673,2021-09-01,Odisha,4-Wheelers,2,4865
674,2021-09-01,Puducherry,4-Wheelers,2,640
675,2021-09-01,Punjab,4-Wheelers,3,7521
676,2021-09-01,Rajasthan,4-Wheelers,69,11035
677,2021-09-01,Tamil Nadu,4-Wheelers,107,18823
678,2021-09-01,Uttar Pradesh,4-Wheelers,4,23510
679,2021-09-01,Uttarakhand,4-Wheelers,10,3171
680,2021-09-01,West Bengal,4-Wheelers,34,9437
681,2021-10-01,Andhra Pradesh,4-Wheelers,37,7366
682,2021-10-01,Bihar,4-Wheelers,7,5838
683,2021-10-01,Chandigarh,4-Wheelers,12,1816
684,2021-10-01,Chhattisgarh,4-Wheelers,11,5255
685,2021-10-01,Delhi,4-Wheelers,253,12876
686,2021-10-01,Goa,4-Wheelers,28,1165
687,2021-10-01,Gujarat,4-Wheelers,104,23184
688,2021-10-01,Haryana,4-Wheelers,8,11634
689,2021-10-01,Jammu and Kashmir,4-Wheelers,2,4205
690,2021-10-01,Jharkhand,4-Wheelers,5,4806
691,2021-10-01,Karnataka,4-Wheelers,163,18505
692,2021-10-01,Kerala,4-Wheelers,158,14562
693,2021-10-01,Madhya Pradesh,4-Wheelers,20,9554
694,2021-10-01,Maharashtra,4-Wheelers,298,33771
695,2021-10-01,Odisha,4-Wheelers,2,5830
696,2021-10-01,Punjab,4-Wheelers,5,8523
697,2021-10-01,Rajasthan,4-Wheelers,86,12823
698,2021-10-01,Tamil Nadu,4-Wheelers,119,14796
699,2021-10-01,Uttar Pradesh,4-Wheelers,10,23095
700,2021-10-01,Uttarakhand,4-Wheelers,13,3523
701,2021-10-01,West Bengal,4-Wheelers,33,7120
702,2021-11-01,Andhra Pradesh,4-Wheelers,34,7374
703,2021-11-01,Bihar,4-Wheelers,11,6992
704,2021-11-01,Chandigarh,4-Wheelers,16,1919
705,2021-11-01,Chhattisgarh,4-Wheelers,14,4824
706,2021-11-01,Delhi,4-Wheelers,185,11782
707,2021-11-01,Goa,4-Wheelers,20,1293
708,2021-11-01,Gujarat,4-Wheelers,121,22396
709,2021-11-01,Haryana,4-Wheelers,13,16035
710,2021-11-01,Jharkhand,4-Wheelers,8,5320
711,2021-11-01,Karnataka,4-Wheelers,153,17247
712,2021-11-01,Kerala,4-Wheelers,214,15244
713,2021-11-01,Madhya Pradesh,4-Wheelers,31,12871
714,2021-11-01,Maharashtra,4-Wheelers,515,28322
715,2021-11-01,Odisha,4-Wheelers,18,5095
716,2021-11-01,Punjab,4-Wheelers,3,9015
717,2021-11-01,Rajasthan,4-Wheelers,79,16115
718,2021-11-01,Tamil Nadu,4-Wheelers,108,15533
719,2021-11-01,Uttar Pradesh,4-Wheelers,10,29608
720,2021-11-01,Uttarakhand,4-Wheelers,12,3954
721,2021-11-01,West Bengal,4-Wheelers,59,8836
722,2021-12-01,Andhra Pradesh,4-Wheelers,31,6314
723,2021-12-01,Assam,4-Wheelers,3,6737
724,2021-12-01,Bihar,4-Wheelers,7,5031
725,2021-12-01,Chandigarh,4-Wheelers,12,1985
726,2021-12-01,Chhattisgarh,4-Wheelers,5,3651
727,2021-12-01,Delhi,4-Wheelers,277,12633
728,2021-12-01,Goa,4-Wheelers,19,1306
729,2021-12-01,Gujarat,4-Wheelers,163,24277
730,2021-12-01,Haryana,4-Wheelers,11,16015
731,2021-12-01,Jharkhand,4-Wheelers,3,4258
732,2021-12-01,Karnataka,4-Wheelers,153,16243
733,2021-12-01,Kerala,4-Wheelers,186,16994
734,2021-12-01,Madhya Pradesh,4-Wheelers,30,11820
735,2021-12-01,Maharashtra,4-Wheelers,1392,29346
736,2021-12-01,Odisha,4-Wheelers,20,4634
737,2021-12-01,Puducherry,4-Wheelers,2,608
738,2021-12-01,Punjab,4-Wheelers,6,10624
739,2021-12-01,Rajasthan,4-Wheelers,73,12739
740,2021-12-01,Tamil Nadu,4-Wheelers,121,17001
741,2021-12-01,Uttar Pradesh,4-Wheelers,21,33774
742,2021-12-01,Uttarakhand,4-Wheelers,38,4270
743,2021-12-01,West Bengal,4-Wheelers,39,8452
744,2022-01-01,Andhra Pradesh,4-Wheelers,29,8418
745,2022-01-01,Bihar,4-Wheelers,10,5538
746,2022-01-01,Chandigarh,4-Wheelers,7,1519
747,2022-01-01,Chhattisgarh,4-Wheelers,11,4667
748,2022-01-01,Delhi,4-Wheelers,282,13659
749,2022-01-01,Goa,4-Wheelers,26,1185
750,2022-01-01,Gujarat,4-Wheelers,97,21963
751,2022-01-01,Haryana,4-Wheelers,26,17633
752,2022-01-01,Himachal Pradesh,4-Wheelers,3,3090
753,2022-01-01,Jharkhand,4-Wheelers,5,4345
754,2022-01-01,Karnataka,4-Wheelers,209,21967
755,2022-01-01,Kerala,4-Wheelers,212,17441
756,2022-01-01,Madhya Pradesh,4-Wheelers,25,11325
757,2022-01-01,Maharashtra,4-Wheelers,263,35772
758,2022-01-01,Odisha,4-Wheelers,27,5876
759,2022-01-01,Punjab,4-Wheelers,7,9792
760,2022-01-01,Rajasthan,4-Wheelers,92,13658
761,2022-01-01,Tamil Nadu,4-Wheelers,121,20494
762,2022-01-01,Uttar Pradesh,4-Wheelers,14,32561
763,2022-01-01,Uttarakhand,4-Wheelers,30,4241
764,2022-01-01,West Bengal,4-Wheelers,54,7968
765,2022-02-01,Andhra Pradesh,4-Wheelers,43,6361
766,2022-02-01,Assam,4-Wheelers,3,6152
767,2022-02-01,Bihar,4-Wheelers,8,5658
768,2022-02-01,Chandigarh,4-Wheelers,11,1941
769,2022-02-01,Chhattisgarh,4-Wheelers,20,3922
770,2022-02-01,Delhi,4-Wheelers,298,12608
771,2022-02-01,Goa,4-Wheelers,62,1160
772,2022-02-01,Gujarat,4-Wheelers,128,24012
773,2022-02-01,Haryana,4-Wheelers,28,16353
774,2022-02-01,Himachal Pradesh,4-Wheelers,5,3616
775,2022-02-01,Jammu and Kashmir,4-Wheelers,7,4679
776,2022-02-01,Jharkhand,4-Wheelers,4,4335
777,2022-02-01,Karnataka,4-Wheelers,202,17561
778,2022-02-01,Kerala,4-Wheelers,327,14575
779,2022-02-01,Madhya Pradesh,4-Wheelers,22,11274
780,2022-02-01,Maharashtra,4-Wheelers,905,31805
781,2022-02-01,Odisha,4-Wheelers,27,5023
782,2022-02-01,Punjab,4-Wheelers,5,9464
783,2022-02-01,Rajasthan,4-Wheelers,116,14811
784,2022-02-01,Tamil Nadu,4-Wheelers,135,16711
785,2022-02-01,Uttar Pradesh,4-Wheelers,22,28479
786,2022-02-01,Uttarakhand,4-Wheelers,24,3820
787,2022-02-01,West Bengal,4-Wheelers,45,7395
788,2022-03-01,Andaman & Nicobar Island,4-Wheelers,2,108
789,2022-03-01,Andhra Pradesh,4-Wheelers,55,7288
790,2022-03-01,Assam,4-Wheelers,2,7281
791,2022-03-01,Bihar,4-Wheelers,12,6694
792,2022-03-01,Chandigarh,4-Wheelers,14,2279
793,2022-03-01,Chhattisgarh,4-Wheelers,19,4200
794,2022-03-01,Delhi,4-Wheelers,220,13385
795,2022-03-01,Goa,4-Wheelers,91,1474
796,2022-03-01,Gujarat,4-Wheelers,249,26077
797,2022-03-01,Haryana,4-Wheelers,13,18621
798,2022-03-01,Himachal Pradesh,4-Wheelers,3,3371
799,2022-03-01,Jammu and Kashmir,4-Wheelers,4,4854
800,2022-03-01,Jharkhand,4-Wheelers,5,5062
801,2022-03-01,Karnataka,4-Wheelers,230,22167
802,2022-03-01,Kerala,4-Wheelers,331,16628
803,2022-03-01,Madhya Pradesh,4-Wheelers,35,11616
804,2022-03-01,Maharashtra,4-Wheelers,2060,39762
805,2022-03-01,Odisha,4-Wheelers,31,6098
806,2022-03-01,Puducherry,4-Wheelers,3,817
807,2022-03-01,Punjab,4-Wheelers,4,10836
808,2022-03-01,Rajasthan,4-Wheelers,89,13751
809,2022-03-01,Tamil Nadu,4-Wheelers,168,20604
810,2022-03-01,Uttar Pradesh,4-Wheelers,18,29324
811,2022-03-01,Uttarakhand,4-Wheelers,20,4026
812,2022-03-01,West Bengal,4-Wheelers,41,8539
813,2022-04-01,Andhra Pradesh,4-Wheelers,54,7195
814,2022-04-01,Assam,4-Wheelers,2,6354
815,2022-04-01,Bihar,4-Wheelers,8,5981
816,2022-04-01,Chandigarh,4-Wheelers,12,2167
817,2022-04-01,Chhattisgarh,4-Wheelers,20,4861
818,2022-04-01,Delhi,4-Wheelers,566,15811
819,2022-04-01,Goa,4-Wheelers,31,1390
820,2022-04-01,Gujarat,4-Wheelers,171,26534
821,2022-04-01,Haryana,4-Wheelers,11,16721
822,2022-04-01,Himachal Pradesh,4-Wheelers,4,3140
823,2022-04-01,Jammu and Kashmir,4-Wheelers,3,4468
824,2022-04-01,Jharkhand,4-Wheelers,9,4564
825,2022-04-01,Karnataka,4-Wheelers,311,24129
826,2022-04-01,Kerala,4-Wheelers,275,16142
827,2022-04-01,Madhya Pradesh,4-Wheelers,37,11896
828,2022-04-01,Maharashtra,4-Wheelers,354,32449
829,2022-04-01,Odisha,4-Wheelers,31,5448
830,2022-04-01,Puducherry,4-Wheelers,2,702
831,2022-04-01,Punjab,4-Wheelers,3,10147
832,2022-04-01,Rajasthan,4-Wheelers,87,15176
833,2022-04-01,Tamil Nadu,4-Wheelers,154,17499
834,2022-04-01,Uttar Pradesh,4-Wheelers,11,32173
835,2022-04-01,Uttarakhand,4-Wheelers,49,4116
836,2022-04-01,West Bengal,4-Wheelers,40,8560
837,2022-05-01,Andhra Pradesh,4-Wheelers,59,6927
838,2022-05-01,Assam,4-Wheelers,7,6761
839,2022-05-01,Bihar,4-Wheelers,12,6495
840,2022-05-01,Chandigarh,4-Wheelers,20,2248
841,2022-05-01,Chhattisgarh,4-Wheelers,24,4397
842,2022-05-01,Delhi,4-Wheelers,750,15194
843,2022-05-01,Goa,4-Wheelers,51,1360
844,2022-05-01,Gujarat,4-Wheelers,163,23174
845,2022-05-01,Haryana,4-Wheelers,31,18343
846,2022-05-01,Himachal Pradesh,4-Wheelers,3,3778
847,2022-05-01,Jammu and Kashmir,4-Wheelers,2,4775
848,2022-05-01,Jharkhand,4-Wheelers,3,4306
849,2022-05-01,Karnataka,4-Wheelers,241,20924
850,2022-05-01,Kerala,4-Wheelers,258,15706
851,2022-05-01,Madhya Pradesh,4-Wheelers,43,14017
852,2022-05-01,Maharashtra,4-Wheelers,794,34222
853,2022-05-01,Meghalaya,4-Wheelers,3,1051
854,2022-05-01,Odisha,4-Wheelers,40,5583
855,2022-05-01,Puducherry,4-Wheelers,2,726
856,2022-05-01,Punjab,4-Wheelers,2,9843
857,2022-05-01,Rajasthan,4-Wheelers,124,17047
858,2022-05-01,Tamil Nadu,4-Wheelers,202,19368
859,2022-05-01,Uttar Pradesh,4-Wheelers,26,30695
860,2022-05-01,Uttarakhand,4-Wheelers,22,3948
861,2022-05-01,West Bengal,4-Wheelers,76,8341
862,2022-06-01,Andhra Pradesh,4-Wheelers,47,6652
863,2022-06-01,Assam,4-Wheelers,9,5825
864,2022-06-01,Bihar,4-Wheelers,16,5543
865,2022-06-01,Chandigarh,4-Wheelers,19,1993
866,2022-06-01,Chhattisgarh,4-Wheelers,32,3933
867,2022-06-01,DNH and DD,4-Wheelers,4,369
868,2022-06-01,Delhi,4-Wheelers,267,14908
869,2022-06-01,Goa,4-Wheelers,74,1342
870,2022-06-01,Gujarat,4-Wheelers,337,26192
871,2022-06-01,Haryana,4-Wheelers,26,17365
872,2022-06-01,Himachal Pradesh,4-Wheelers,2,3457
873,2022-06-01,Jammu and Kashmir,4-Wheelers,4,4239
874,2022-06-01,Jharkhand,4-Wheelers,19,4097
875,2022-06-01,Karnataka,4-Wheelers,359,22817
876,2022-06-01,Kerala,4-Wheelers,345,16486
877,2022-06-01,Madhya Pradesh,4-Wheelers,42,12480
878,2022-06-01,Maharashtra,4-Wheelers,1082,35587
879,2022-06-01,Odisha,4-Wheelers,32,5778
880,2022-06-01,Puducherry,4-Wheelers,9,808
881,2022-06-01,Punjab,4-Wheelers,3,9388
882,2022-06-01,Rajasthan,4-Wheelers,136,13559
883,2022-06-01,Tamil Nadu,4-Wheelers,199,20592
884,2022-06-01,Uttar Pradesh,4-Wheelers,17,27820
885,2022-06-01,Uttarakhand,4-Wheelers,38,3959
886,2022-06-01,West Bengal,4-Wheelers,91,8407
887,2022-07-01,Andhra Pradesh,4-Wheelers,63,6757
888,2022-07-01,Assam,4-Wheelers,11,6769
889,2022-07-01,Bihar,4-Wheelers,10,5215
890,2022-07-01,Chandigarh,4-Wheelers,21,2709
891,2022-07-01,Chhattisgarh,4-Wheelers,29,4394
892,2022-07-01,Delhi,4-Wheelers,438,16056
893,2022-07-01,Goa,4-Wheelers,107,1545
894,2022-07-01,Gujarat,4-Wheelers,308,24735
895,2022-07-01,Haryana,4-Wheelers,135,17539
896,2022-07-01,Himachal Pradesh,4-Wheelers,6,3618
897,2022-07-01,Jammu and Kashmir,4-Wheelers,9,4577
898,2022-07-01,Jharkhand,4-Wheelers,7,4187
899,2022-07-01,Karnataka,4-Wheelers,358,19322
900,2022-07-01,Kerala,4-Wheelers,292,14993
901,2022-07-01,Madhya Pradesh,4-Wheelers,45,11437
902,2022-07-01,Maharashtra,4-Wheelers,1098,35100
903,2022-07-01,Meghalaya,4-Wheelers,2,1053
904,2022-07-01,Odisha,4-Wheelers,29,5336
905,2022-07-01,Puducherry,4-Wheelers,5,681
906,2022-07-01,Punjab,4-Wheelers,7,9415
907,2022-07-01,Rajasthan,4-Wheelers,102,12817
908,2022-07-01,Tamil Nadu,4-Wheelers,176,17830
909,2022-07-01,Uttar Pradesh,4-Wheelers,19,27276
910,2022-07-01,Uttarakhand,4-Wheelers,34,3820
911,2022-07-01,West Bengal,4-Wheelers,93,8312
912,2022-08-01,Andhra Pradesh,4-Wheelers,64,7491
913,2022-08-01,Assam,4-Wheelers,10,6733
914,2022-08-01,Bihar,4-Wheelers,15,5012
915,2022-08-01,Chandigarh,4-Wheelers,19,1903
916,2022-08-01,Chhattisgarh,4-Wheelers,35,3974
917,2022-08-01,Delhi,4-Wheelers,443,16315
918,2022-08-01,Goa,4-Wheelers,44,2364
919,2022-08-01,Gujarat,4-Wheelers,230,23571
920,2022-08-01,Haryana,4-Wheelers,163,18545
921,2022-08-01,Himachal Pradesh,4-Wheelers,2,3517
922,2022-08-01,Jammu and Kashmir,4-Wheelers,3,4299
923,2022-08-01,Jharkhand,4-Wheelers,15,4040
924,2022-08-01,Karnataka,4-Wheelers,363,23924
925,2022-08-01,Kerala,4-Wheelers,342,21051
926,2022-08-01,Ladakh,4-Wheelers,9,269
927,2022-08-01,Madhya Pradesh,4-Wheelers,72,15953
928,2022-08-01,Maharashtra,4-Wheelers,992,40173
929,2022-08-01,Odisha,4-Wheelers,43,5716
930,2022-08-01,Puducherry,4-Wheelers,4,758
931,2022-08-01,Punjab,4-Wheelers,3,9913
932,2022-08-01,Rajasthan,4-Wheelers,145,12578
933,2022-08-01,Tamil Nadu,4-Wheelers,182,20944
934,2022-08-01,Uttar Pradesh,4-Wheelers,15,25778
935,2022-08-01,Uttarakhand,4-Wheelers,34,3599
936,2022-08-01,West Bengal,4-Wheelers,110,9228
937,2022-09-01,Andhra Pradesh,4-Wheelers,61,8003
938,2022-09-01,Assam,4-Wheelers,13,8690
939,2022-09-01,Bihar,4-Wheelers,14,5315
940,2022-09-01,Chandigarh,4-Wheelers,26,2119
941,2022-09-01,Chhattisgarh,4-Wheelers,50,3978
942,2022-09-01,Delhi,4-Wheelers,471,14076
943,2022-09-01,Goa,4-Wheelers,42,1687
944,2022-09-01,Gujarat,4-Wheelers,299,25102
945,2022-09-01,Haryana,4-Wheelers,49,14140
946,2022-09-01,Himachal Pradesh,4-Wheelers,4,2815
947,2022-09-01,Jammu and Kashmir,4-Wheelers,4,4432
948,2022-09-01,Jharkhand,4-Wheelers,31,4183
949,2022-09-01,Karnataka,4-Wheelers,493,25136
950,2022-09-01,Kerala,4-Wheelers,397,19551
951,2022-09-01,Madhya Pradesh,4-Wheelers,61,11080
952,2022-09-01,Maharashtra,4-Wheelers,939,33643
953,2022-09-01,Meghalaya,4-Wheelers,2,1047
954,2022-09-01,Odisha,4-Wheelers,40,5941
955,2022-09-01,Puducherry,4-Wheelers,2,858
956,2022-09-01,Punjab,4-Wheelers,4,8968
957,2022-09-01,Rajasthan,4-Wheelers,150,12513
958,2022-09-01,Tamil Nadu,4-Wheelers,218,21233
959,2022-09-01,Uttar Pradesh,4-Wheelers,23,22777
960,2022-09-01,Uttarakhand,4-Wheelers,29,3066
961,2022-09-01,West Bengal,4-Wheelers,123,11473
962,2022-10-01,Andhra Pradesh,4-Wheelers,57,8075
963,2022-10-01,Assam,4-Wheelers,11,7529
964,2022-10-01,Bihar,4-Wheelers,19,7888
